"","player_name","nameFirst","nameLast","season","pass_defended","total_intercept","total_fumble_forced","total_assist_tackle","total_sack","total_solo_tackle","position","posteam","posteam_type","defteam","total_pos_time_in_minutes_per_game"
"8359","C.Bryant","Corbin","Bryant",2017,NA,NA,NA,NA,NA,1,"DE","LA","home","ARI",31.0663904235727
"8360","C.Bryant","Charlie","Bryant",2017,NA,NA,NA,NA,NA,1,"DT","LA","home","ARI",31.0663904235727
"8415","C.Campbell","Calais","Campbell",2017,NA,NA,NA,NA,1,4,"DE","IND","away","JAX",35.0672549019608
"8418","C.Campbell","Chris","Campbell",2017,NA,NA,NA,NA,1,4,"DB","IND","away","JAX",35.0672549019608
"8436","C.Campbell","Caleb","Campbell",2018,NA,NA,NA,NA,NA,3,"LB","KC","home","JAX",31.1710622710623
"8485","C.Campbell","Calais","Campbell",2017,NA,NA,NA,3,1,NA,"DE","PIT","home","JAX",32.565625
"8488","C.Campbell","Chris","Campbell",2017,NA,NA,NA,3,1,NA,"DB","PIT","home","JAX",32.565625
"8506","C.Campbell","Caleb","Campbell",2018,NA,NA,NA,NA,2,5,"LB","TEN","away","JAX",32.5321705426357
"8628","C.Chekwa","Chimdi","Chekwa",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"8656","C.Clark","Chuck","Clark",2017,NA,NA,NA,NA,NA,1,"DB","BAL","home","CIN",32.9809764309764
"8684","C.Clark","Chuck","Clark",2018,NA,NA,NA,NA,NA,1,"DB","CIN","away","BAL",30.9413333333333
"8712","C.Clark","Chuck","Clark",2017,NA,NA,NA,NA,NA,1,"DB","MIN","home","BAL",30.4178571428571
"8740","C.Conte","Chris","Conte",2017,NA,NA,NA,2,NA,4,"DB","MIN","home","TB",29.1624542124542
"8836","C.Davis","Carl","Davis",2017,NA,NA,NA,NA,NA,2,"DT","CLE","away","BAL",31.0030797101449
"8838","C.Davis","Carlos","Davis",2017,NA,NA,NA,NA,NA,2,"DB","CLE","away","BAL",31.0030797101449
"8863","C.Davis","Chauncey","Davis",2017,1,NA,NA,NA,NA,NA,"DE","CLE","home","BAL",31.2696428571429
"8962","C.Davis","Carl","Davis",2018,NA,NA,NA,2,NA,NA,"DT","JAX","home","TEN",27.2907407407407
"8964","C.Davis","Carlos","Davis",2018,NA,NA,NA,2,NA,NA,"DB","JAX","home","TEN",27.2907407407407
"8989","C.Davis","Chauncey","Davis",2017,NA,NA,NA,NA,NA,1,"DE","MIA","away","BAL",29.1752873563218
"9088","C.Davis","Carl","Davis",2017,NA,NA,NA,NA,NA,3,"DT","PIT","away","BAL",29.8168402777778
"9090","C.Davis","Carlos","Davis",2017,NA,NA,NA,NA,NA,3,"DB","PIT","away","BAL",29.8168402777778
"9115","C.Davis","Chauncey","Davis",2017,NA,NA,NA,1,NA,NA,"DE","PIT","home","BAL",34.980505952381
"9356","C.Graham","Corey","Graham",2017,NA,1,NA,NA,NA,2,"DB","CHI","away","PHI",33.1595890410959
"9370","C.Graham","Corey","Graham",2017,NA,NA,NA,NA,NA,2,"DB","LA","home","PHI",28.5449494949495
"9384","C.Graham","Corey","Graham",2018,NA,NA,NA,NA,NA,1,"DB","PHI","away","TB",30.2503333333333
"9398","C.Graham","Corey","Graham",2017,NA,NA,NA,NA,NA,1,"DB","WAS","home","PHI",31.59375
"9452","C.Griffin","Cornelius","Griffin",NA,NA,NA,NA,NA,NA,NA,"DT",NA,NA,NA,NA
"9454","C.Griffin","Corey","Griffin",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"9462","C.Harris","Clark","Harris",2018,1,1,NA,1,NA,5,"LS","ARI","home","DEN",27.3315891472868
"9468","C.Harris","Connor","Harris",2018,1,1,NA,1,NA,5,"DB","ARI","home","DEN",27.3315891472868
"9493","C.Harris","Charles","Harris",2018,1,NA,NA,NA,NA,3,"DE","BAL","home","DEN",27.1429824561404
"9521","C.Harris","Chuck","Harris",2018,NA,NA,NA,NA,0,1,"DE","BUF","away","MIA",33.6271062271062
"9594","C.Harris","Cary","Harris",2017,NA,NA,NA,NA,NA,1,"DB","CIN","away","MIN",31.3026666666667
"9608","C.Harris","Chris","Harris",2017,NA,NA,NA,NA,NA,1,"DB","CIN","away","TEN",30.8210784313725
"9619","C.Harris","Chris","Harris",2017,NA,NA,NA,NA,NA,2,"DE","CIN","home","BAL",31.4372916666667
"9622","C.Harris","Cliff","Harris",2017,NA,NA,NA,NA,NA,2,"DB","CIN","home","BAL",31.4372916666667
"9644","C.Harris","Clark","Harris",2018,NA,NA,NA,NA,0,2,"LS","CIN","home","MIA",32.2286919831224
"9650","C.Harris","Connor","Harris",2018,NA,NA,NA,NA,0,2,"DB","CIN","home","MIA",32.2286919831224
"9675","C.Harris","Charles","Harris",2017,NA,NA,NA,NA,NA,2,"DE","DEN","away","MIA",34.1913043478261
"9703","C.Harris","Chuck","Harris",2017,NA,NA,1,NA,NA,2,"DE","IND","home","DEN",29.5647342995169
"9776","C.Harris","Cary","Harris",2018,NA,NA,NA,NA,NA,4,"DB","LA","away","DEN",33.0020833333333
"9790","C.Harris","Chris","Harris",2017,1,NA,NA,NA,NA,1,"DB","LAC","away","DEN",33.8608225108225
"9801","C.Harris","Chris","Harris",2017,NA,NA,NA,NA,NA,2,"DE","LAC","home","DEN",32.2094650205761
"9804","C.Harris","Cliff","Harris",2017,NA,NA,NA,NA,NA,2,"DB","LAC","home","DEN",32.2094650205761
"9826","C.Harris","Clark","Harris",2017,NA,NA,NA,1,0,NA,"LS","LAC","home","MIA",32.92875
"9832","C.Harris","Connor","Harris",2017,NA,NA,NA,1,0,NA,"DB","LAC","home","MIA",32.92875
"9857","C.Harris","Charles","Harris",2018,NA,NA,NA,NA,NA,2,"DE","MIN","home","MIA",27.6421568627451
"9885","C.Harris","Chuck","Harris",2018,NA,NA,NA,1,NA,NA,"DE","NE","away","MIA",31.1645631067961
"9958","C.Harris","Cary","Harris",2018,2,NA,NA,1,NA,1,"DB","NYJ","home","DEN",31.5296296296296
"9972","C.Harris","Chris","Harris",2017,NA,NA,NA,1,NA,NA,"DB","NYJ","home","MIA",26.9537037037037
"9983","C.Harris","Chris","Harris",2017,1,NA,NA,1,NA,3,"DE","OAK","away","DEN",31.7176940639269
"9986","C.Harris","Cliff","Harris",2017,1,NA,NA,1,NA,3,"DB","OAK","away","DEN",31.7176940639269
"10008","C.Harris","Clark","Harris",2017,NA,NA,NA,NA,NA,1,"LS","OAK","away","MIA",32.5636546184739
"10014","C.Harris","Connor","Harris",2017,NA,NA,NA,NA,NA,1,"DB","OAK","away","MIA",32.5636546184739
"10039","C.Harris","Charles","Harris",2017,1,NA,NA,NA,NA,2,"DE","PHI","home","DEN",30.2494505494506
"10067","C.Harris","Chuck","Harris",2018,2,NA,NA,1,1,1,"DE","SEA","away","DEN",31.5327004219409
"10126","C.Hayward","Casey","Hayward",2017,2,NA,NA,NA,NA,3,"DB","CLE","away","LAC",32.0197777777778
"10140","C.Hayward","Casey","Hayward",2017,1,NA,NA,NA,NA,1,"DB","NE","home","LAC",32.931891025641
"10238","C.James","Charles","James",2017,NA,NA,NA,2,NA,6,"DB","BUF","home","OAK",31.5825581395349
"10252","C.James","Charles","James",2017,NA,NA,NA,NA,NA,11,"DB","DEN","home","OAK",29.2108187134503
"10266","C.James","Charles","James",2017,1,NA,NA,NA,NA,2,"DB","MIA","home","OAK",33.9900793650794
"10280","C.James","Charles","James",2017,NA,NA,NA,1,NA,4,"DB","NYJ","away","OAK",32.1906666666667
"10294","C.James","Charles","James",2017,NA,NA,1,3,NA,4,"DB","WAS","home","OAK",29.2716475095785
"10364","C.Jones","Chris","Jones",2018,4,NA,2,2,4,4,"DB","ARI","away","KC",33.2672222222222
"10406","C.Jones","Colin","Jones",2017,NA,NA,NA,1,NA,2,"DB","ATL","home","CAR",30.0003584229391
"10410","C.Jones","Christian","Jones",2017,NA,NA,NA,1,NA,2,"LB","ATL","home","CAR",30.0003584229391
"10516","C.Jones","Chris","Jones",2017,1,NA,NA,NA,NA,2,"DT","BUF","away","KC",27.605
"10546","C.Jones","Chris","Jones",2018,NA,NA,NA,3,0,2,"DB","BUF","home","DET",31.6321138211382
"10588","C.Jones","Colin","Jones",2018,1,NA,NA,NA,NA,4,"DB","CAR","away","DET",32.1116438356164
"10592","C.Jones","Christian","Jones",2018,1,NA,NA,NA,NA,4,"LB","CAR","away","DET",32.1116438356164
"10698","C.Jones","Chris","Jones",2017,NA,NA,NA,1,NA,NA,"DT","CHI","away","CIN",30.6353260869565
"10728","C.Jones","Chris","Jones",2018,NA,NA,NA,2,NA,4,"DB","CHI","away","DET",31.1195555555556
"10770","C.Jones","Colin","Jones",2017,NA,NA,NA,1,NA,NA,"DB","CHI","home","ATL",37.443253968254
"10774","C.Jones","Christian","Jones",2017,NA,NA,NA,1,NA,NA,"LB","CHI","home","ATL",37.443253968254
"10880","C.Jones","Chris","Jones",2018,NA,NA,NA,2,NA,4,"DT","CIN","away","CAR",29.4735416666667
"10910","C.Jones","Chris","Jones",2018,NA,NA,NA,NA,1,3,"DB","CIN","away","KC",27.5363247863248
"10952","C.Jones","Colin","Jones",2018,NA,NA,NA,NA,1,3,"DB","CLE","home","KC",28.3698148148148
"10956","C.Jones","Christian","Jones",2018,NA,NA,NA,NA,1,3,"LB","CLE","home","KC",28.3698148148148
"11062","C.Jones","Chris","Jones",2017,2,NA,NA,NA,NA,NA,"DT","DAL","home","KC",29.8507662835249
"11092","C.Jones","Chris","Jones",2018,NA,NA,NA,NA,NA,1,"DB","DAL","home","WAS",30.5430107526882
"11134","C.Jones","Colin","Jones",2017,NA,NA,NA,2,0,1,"DB","DEN","away","KC",31.8873188405797
"11138","C.Jones","Christian","Jones",2017,NA,NA,NA,2,0,1,"LB","DEN","away","KC",31.8873188405797
"11244","C.Jones","Chris","Jones",2017,NA,NA,NA,1,1,6,"DT","DET","away","CHI",32.6438034188034
"11274","C.Jones","Chris","Jones",2017,NA,NA,NA,NA,1,3,"DB","DET","home","ARI",30.2624074074074
"11316","C.Jones","Colin","Jones",2017,2,1,NA,NA,NA,3,"DB","GB","away","CAR",34.6176356589147
"11320","C.Jones","Christian","Jones",2017,2,1,NA,NA,NA,3,"LB","GB","away","CAR",34.6176356589147
"11426","C.Jones","Chris","Jones",2017,NA,NA,NA,NA,0,NA,"DT","HOU","home","ARI",32.1610486891386
"11456","C.Jones","Chris","Jones",2017,NA,NA,1,1,1,1,"DB","HOU","home","KC",36.3520080321285
"11498","C.Jones","Colin","Jones",2017,NA,NA,NA,NA,2,6,"DB","JAX","away","ARI",31.2623529411765
"11502","C.Jones","Christian","Jones",2017,NA,NA,NA,NA,2,6,"LB","JAX","away","ARI",31.2623529411765
"11608","C.Jones","Chris","Jones",2018,NA,NA,NA,2,NA,3,"DT","LA","away","DET",30.7774621212121
"11638","C.Jones","Chris","Jones",2017,NA,NA,NA,NA,1,4,"DB","LA","home","ARI",31.0663904235727
"11680","C.Jones","Colin","Jones",2018,1,NA,NA,NA,2,6,"DB","LA","home","KC",31.2354938271605
"11684","C.Jones","Christian","Jones",2018,1,NA,NA,NA,2,6,"LB","LA","home","KC",31.2354938271605
"11790","C.Jones","Chris","Jones",2018,NA,NA,NA,1,0,2,"DT","LAC","home","KC",31.1958762886598
"11820","C.Jones","Chris","Jones",2017,1,NA,NA,NA,NA,2,"DB","MIA","away","KC",30.387323943662
"11862","C.Jones","Colin","Jones",2017,NA,NA,NA,1,NA,NA,"DB","MIN","away","CAR",30.4403703703704
"11866","C.Jones","Christian","Jones",2017,NA,NA,NA,1,NA,NA,"LB","MIN","away","CAR",30.4403703703704
"11972","C.Jones","Chris","Jones",2018,NA,NA,NA,2,NA,2,"DT","MIN","home","DET",30.2002525252525
"12002","C.Jones","Chris","Jones",2018,NA,NA,NA,1,0,3,"DB","NE","away","DET",33.4213541666667
"12044","C.Jones","Colin","Jones",2018,NA,NA,NA,NA,NA,1,"DB","NO","away","BAL",31.1693181818182
"12048","C.Jones","Christian","Jones",2018,NA,NA,NA,NA,NA,1,"LB","NO","away","BAL",31.1693181818182
"12154","C.Jones","Chris","Jones",2018,NA,NA,NA,NA,NA,2,"DT","NYJ","away","DET",27.8445147679325
"12184","C.Jones","Chris","Jones",2017,NA,NA,NA,NA,NA,1,"DB","NYJ","home","KC",32.6973684210526
"12226","C.Jones","Colin","Jones",2018,NA,NA,NA,NA,NA,1,"DB","OAK","away","BAL",25.393125
"12230","C.Jones","Christian","Jones",2018,NA,NA,NA,NA,NA,1,"LB","OAK","away","BAL",25.393125
"12336","C.Jones","Chris","Jones",2017,NA,NA,NA,NA,NA,1,"DT","PHI","away","CAR",27.5162698412698
"12366","C.Jones","Chris","Jones",2017,NA,1,2,NA,2,4,"DB","PHI","away","KC",35.8228260869565
"12408","C.Jones","Colin","Jones",2017,1,NA,NA,1,NA,3,"DB","PHI","home","CHI",29.1535087719298
"12412","C.Jones","Christian","Jones",2017,1,NA,NA,1,NA,3,"LB","PHI","home","CHI",29.1535087719298
"12518","C.Jones","Chris","Jones",2018,NA,NA,NA,NA,NA,1,"DT","PIT","home","KC",28.1122222222222
"12548","C.Jones","Chris","Jones",2017,NA,NA,NA,1,NA,3,"DB","SD","home","KC",31.0240740740741
"12590","C.Jones","Colin","Jones",2018,NA,NA,NA,NA,1,3,"DB","SEA","away","ARI",30.5119318181818
"12594","C.Jones","Christian","Jones",2018,NA,NA,NA,NA,1,3,"LB","SEA","away","ARI",30.5119318181818
"12700","C.Jones","Chris","Jones",2017,NA,NA,NA,NA,0,4,"DT","SF","away","ARI",37.5009259259259
"12730","C.Jones","Chris","Jones",2017,NA,NA,NA,1,1,10,"DB","SF","away","CHI",30.8452898550725
"12772","C.Jones","Colin","Jones",2017,NA,NA,NA,NA,1,2,"DB","SF","home","ARI",31.1449275362319
"12776","C.Jones","Christian","Jones",2017,NA,NA,NA,NA,1,2,"LB","SF","home","ARI",31.1449275362319
"12882","C.Jones","Chris","Jones",2018,NA,NA,NA,NA,NA,2,"DT","TB","away","BAL",24.6441025641026
"12912","C.Jones","Chris","Jones",2017,NA,NA,NA,NA,NA,1,"DB","TB","away","CAR",30.8166666666667
"12954","C.Jones","Colin","Jones",2017,NA,NA,NA,NA,NA,2,"DB","TB","home","CHI",29.7105158730159
"12958","C.Jones","Christian","Jones",2017,NA,NA,NA,NA,NA,2,"LB","TB","home","CHI",29.7105158730159
"13064","C.Jones","Chris","Jones",2017,NA,NA,NA,NA,NA,1,"DT","WAS","away","KC",27.9634328358209
"13094","C.Jones","Chris","Jones",2017,NA,NA,NA,NA,1,2,"DB","WAS","home","ARI",34.8345238095238
"13105","C.Jordan","Cameron","Jordan",2018,NA,NA,NA,NA,NA,2,"DE","BAL","home","NO",35.659756097561
"13119","C.Jordan","Cameron","Jordan",2018,NA,NA,1,4,2,2,"DE","DAL","home","NO",29.9590038314176
"13133","C.Jordan","Cameron","Jordan",2018,1,NA,NA,NA,0,3,"DE","MIN","home","NO",30.9952941176471
"13147","C.Jordan","Cameron","Jordan",2017,NA,NA,NA,NA,1,4,"DE","TB","home","NO",29.2281144781145
"13157","C.Kirksey","Christian","Kirksey",2018,NA,NA,NA,1,NA,7,"OLB","BAL","away","CLE",35.0210280373832
"13171","C.Kirksey","Christian","Kirksey",2017,1,NA,NA,1,NA,4,"OLB","NYJ","away","CLE",30.7953051643192
"13192","C.LeBlanc","Clarence","LeBlanc",2018,1,NA,NA,2,NA,5,"DB","LA","home","PHI",33.6867697594502
"13206","C.LeBlanc","Clarence","LeBlanc",2017,NA,NA,NA,NA,NA,1,"DB","TB","home","CHI",29.7105158730159
"13227","C.Littleton","Cory","Littleton",2018,1,NA,NA,1,NA,4,"OLB","LAC","away","LA",30.3724747474747
"13241","C.Littleton","Cory","Littleton",2017,1,1,NA,3,1,3,"OLB","TEN","home","LA",33.1166666666667
"13245","C.Liuget","Corey","Liuget",2017,NA,NA,NA,1,NA,NA,"DE","JAX","home","LAC",38.2126168224299
"13287","C.Long","Chris","Long",2018,NA,NA,NA,NA,0,1,"DE","IND","away","PHI",33.8316666666667
"13329","C.Long","Chris","Long",2017,NA,NA,NA,NA,0,NA,"DE","SEA","home","PHI",31.3
"13350","C.Lynch","Cameron","Lynch",2018,NA,NA,NA,1,NA,NA,"LB","NYG","home","TB",32.86
"13364","C.Lynch","Cameron","Lynch",2018,NA,NA,NA,NA,NA,1,"LB","TB","home","NO",29.1202898550725
"13490","C.Matthews","Casey","Matthews",2017,NA,NA,NA,3,2,2,"LB","ATL","home","GB",31.1701646090535
"13504","C.Matthews","Clay","Matthews",2018,NA,NA,NA,2,1,2,"LB","BUF","away","GB",30.6657777777778
"13511","C.Matthews","Cliff","Matthews",2017,1,NA,NA,4,NA,NA,"DE","CAR","home","GB",28.6664912280702
"13560","C.Matthews","Casey","Matthews",2017,1,NA,NA,2,1,2,"LB","DET","home","GB",29.5987341772152
"13574","C.Matthews","Clay","Matthews",2018,NA,NA,NA,NA,0,NA,"LB","MIA","away","GB",27.9915708812261
"13581","C.Matthews","Cliff","Matthews",2018,NA,NA,NA,NA,NA,2,"DE","MIN","away","GB",36.5069444444444
"13638","C.McDonald","Clinton","McDonald",2017,NA,NA,NA,NA,NA,1,"DT","CAR","away","TB",31.5040196078431
"13652","C.McDonald","Clinton","McDonald",2018,NA,NA,NA,2,NA,2,"DT","LAC","away","OAK",35.102850877193
"13666","C.McDonald","Clinton","McDonald",2017,NA,NA,NA,1,NA,NA,"DT","NYG","away","TB",28.2493333333333
"13682","C.Milton","Christopher","Milton",2017,NA,NA,NA,NA,NA,1,"DB","IND","home","JAX",33.8601364522417
"13696","C.Moore","Corey","Moore",2018,1,1,NA,1,NA,NA,"DB","BUF","away","IND",31.387323943662
"13728","C.Moore","Charmeachealle","Moore",2017,NA,NA,NA,1,NA,1,"LB","CIN","home","HOU",31.3037698412698
"13766","C.Moore","Corey","Moore",2017,NA,NA,NA,NA,NA,1,"DB","HOU","home","PIT",31.1324200913242
"13798","C.Moore","Charmeachealle","Moore",2017,NA,NA,NA,NA,NA,3,"LB","JAX","home","HOU",28.7790740740741
"13836","C.Moore","Corey","Moore",2018,NA,NA,NA,NA,NA,1,"DB","NYJ","home","IND",32.9404513888889
"13868","C.Moore","Charmeachealle","Moore",2018,NA,NA,NA,NA,NA,1,"LB","PIT","away","BAL",32.3841836734694
"13906","C.Moore","Corey","Moore",2018,NA,NA,NA,NA,NA,1,"DB","TEN","away","IND",28.9946502057613
"13932","C.Mosley","C.J.","Mosley",2018,NA,NA,NA,1,NA,4,"DT","BUF","away","BAL",32.5727777777778
"13946","C.Mosley","C.J.","Mosley",2017,3,NA,1,NA,NA,5,"DT","CLE","home","BAL",31.2696428571429
"13960","C.Mosley","C.J.","Mosley",2018,NA,NA,NA,2,0,4,"DT","KC","home","BAL",34.6744837758112
"13974","C.Mosley","C.J.","Mosley",2018,1,NA,NA,1,NA,3,"DT","PIT","away","BAL",32.3841836734694
"13990","C.Munnerlyn","Captain","Munnerlyn",2017,NA,NA,NA,NA,NA,2,"DB","BUF","away","CAR",35.919696969697
"14004","C.Munnerlyn","Captain","Munnerlyn",2017,NA,NA,NA,NA,0,1,"DB","PHI","away","CAR",27.5162698412698
"14015","C.Nassib","Carl","Nassib",2017,NA,NA,NA,NA,NA,1,"DE","BAL","home","CLE",31.3229166666667
"14029","C.Nassib","Carl","Nassib",2017,NA,NA,NA,NA,NA,2,"DE","JAX","away","CLE",29.8750825082508
"14058","C.Peters","Corey","Peters",2017,NA,NA,NA,NA,NA,3,"DT","DAL","away","ARI",35.268115942029
"14072","C.Peters","Corey","Peters",2017,NA,NA,NA,NA,1,3,"DT","SF","home","ARI",31.1449275362319
"14086","C.Reid","Caraun","Reid",2018,NA,NA,NA,NA,NA,1,"DT","DET","away","DAL",25.0752380952381
"14102","C.Riley","Curtis","Riley",2018,NA,NA,NA,NA,NA,4,"DB","DAL","home","NYG",29.2694444444444
"14116","C.Riley","Curtis","Riley",2017,NA,NA,NA,NA,NA,1,"DB","MIA","home","TEN",34.7686991869919
"14130","C.Riley","Curtis","Riley",2018,NA,NA,NA,NA,NA,10,"DB","SF","home","NYG",35.2213058419244
"14148","C.Robertson","Craig","Robertson",2017,NA,NA,NA,2,1,5,"LB","LA","home","NO",30.9982993197279
"14172","C.Sensabaugh","Coty","Sensabaugh",2018,1,NA,NA,NA,NA,NA,"DB","BAL","home","PIT",29.4602564102564
"14186","C.Sensabaugh","Coty","Sensabaugh",2017,1,1,NA,2,NA,NA,"DB","TEN","away","PIT",29.2501915708812
"14225","C.Smith","Corey","Smith",2017,NA,NA,NA,NA,NA,1,"DE","BAL","away","CLE",28.347191011236
"14246","C.Smith","Corey","Smith",2018,NA,NA,NA,NA,NA,1,"LB","BAL","away","CLE",35.0210280373832
"14281","C.Smith","Chris","Smith",2017,1,NA,NA,2,1,1,"DE","CLE","away","CIN",30.9435483870968
"14298","C.Smith","C.J.","Smith",2017,NA,NA,NA,NA,0,1,"DB","CLE","home","CIN",32.759496124031
"14337","C.Smith","Corey","Smith",2017,NA,NA,NA,1,NA,NA,"DE","DET","away","CIN",32.8593253968254
"14358","C.Smith","Corey","Smith",2017,NA,NA,NA,2,1,1,"LB","GB","home","CIN",35.5282986111111
"14393","C.Smith","Chris","Smith",2018,1,NA,NA,1,NA,1,"DE","HOU","home","CLE",29.4909574468085
"14410","C.Smith","C.J.","Smith",2017,NA,NA,NA,NA,0,2,"DB","IND","away","CIN",30.1164912280702
"14449","C.Smith","Corey","Smith",2018,NA,NA,NA,2,NA,2,"DE","NO","home","CLE",33.4642276422764
"14470","C.Smith","Corey","Smith",2018,NA,NA,NA,NA,0,3,"LB","NYJ","away","CLE",30.2551587301587
"14505","C.Smith","Chris","Smith",2017,1,NA,NA,NA,NA,1,"DE","PIT","away","CIN",34.5859848484848
"14522","C.Smith","C.J.","Smith",2018,NA,NA,NA,1,NA,1,"DB","PIT","away","CLE",37.7767295597484
"14604","C.Terrill","Craig","Terrill",NA,NA,NA,NA,NA,NA,NA,"DT",NA,NA,NA,NA
"14620","C.Thomas","Clevan","Thomas",2017,1,NA,NA,1,NA,NA,"DB","NYG","home","KC",37.8168518518519
"14640","C.Thornton","Cedric","Thornton",2017,NA,NA,NA,NA,0,2,"DL","CIN","home","BUF",32.0426587301587
"14680","C.Wake","Cameron","Wake",2018,NA,NA,NA,4,2,NA,"LB","GB","home","MIA",29.4368055555556
"14694","C.Wake","Cameron","Wake",2018,NA,NA,NA,NA,NA,1,"LB","NYJ","home","MIA",30.0261044176707
"14828","C.Williams","Corey","Williams",2018,NA,NA,NA,NA,NA,1,"DT","ARI","home","CHI",33.0166666666667
"14830","C.Williams","Cedrick","Williams",2018,NA,NA,NA,NA,NA,1,"DB","ARI","home","CHI",33.0166666666667
"14856","C.Williams","Corey","Williams",2017,NA,NA,NA,NA,NA,1,"DT","ARI","home","JAX",33.3452861952862
"14858","C.Williams","Cedrick","Williams",2017,NA,NA,NA,NA,NA,1,"DB","ARI","home","JAX",33.3452861952862
"14884","C.Williams","Corey","Williams",2018,NA,NA,NA,NA,NA,1,"DT","DAL","away","IND",28.111038961039
"14886","C.Williams","Cedrick","Williams",2018,NA,NA,NA,NA,NA,1,"DB","DAL","away","IND",28.111038961039
"14925","C.Wootton","Corey","Wootton",NA,NA,NA,NA,NA,NA,NA,"DE",NA,NA,NA,NA
"14939","C.Wormley","Chris","Wormley",2018,NA,NA,NA,1,NA,1,"DE","TB","away","BAL",24.6441025641026
"15051","D.Bass","David","Bass",2017,NA,NA,NA,NA,NA,1,"DE","NYJ","home","CAR",33.0421146953405
"15058","D.Bates","Daren","Bates",2018,NA,NA,NA,NA,NA,1,"LB","MIA","home","TEN",32.8981481481481
"15072","D.Bates","Daren","Bates",2018,NA,NA,NA,NA,NA,2,"LB","TEN","home","BAL",26.1088888888889
"15094","D.Bryant","Desmond","Bryant",2017,NA,NA,NA,NA,NA,1,"DT","DAL","home","PHI",27.7871308016878
"15198","D.Bush","Devin","Bush",2018,NA,NA,NA,NA,NA,4,"LB","DET","away","CHI",32.7621863799283
"15206","D.Bush","Dartwan","Bush",2018,NA,NA,NA,NA,1,1,"DT","DET","home","CHI",31.1987804878049
"15572","D.Carter","Dyshod","Carter",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"15604","D.Cole","Dylan","Cole",2018,NA,NA,NA,NA,NA,1,"LB","NYG","away","HOU",31.1713080168776
"15626","D.Coleman","Deandre","Coleman",2018,NA,NA,NA,NA,NA,1,"DT","ARI","home","SF",34.3027450980392
"15628","D.Coleman","Drew","Coleman",2018,NA,NA,NA,NA,NA,1,"DB","ARI","home","WAS",37.4023076923077
"15668","D.Coleman","Deandre","Coleman",2017,NA,NA,NA,NA,NA,1,"DT","CHI","home","ATL",37.443253968254
"15670","D.Coleman","Drew","Coleman",2017,NA,NA,NA,NA,NA,1,"DB","IND","away","BUF",38.0990842490842
"15710","D.Coleman","Deandre","Coleman",2017,NA,NA,NA,NA,NA,1,"DT","NO","away","ATL",30.9366071428571
"15712","D.Coleman","Drew","Coleman",2017,NA,NA,NA,NA,NA,1,"DB","NO","home","ATL",33.9413725490196
"15751","D.Davis","Dominique","Davis",2018,NA,NA,1,1,0,5,"DE","ATL","away","NO",33.6652610441767
"15772","D.Davis","Demario","Davis",2017,NA,NA,NA,1,0,7,"LB","ATL","away","NYJ",31.4466292134831
"15793","D.Davis","Dexter","Davis",2018,NA,NA,NA,2,0,6,"DE","ATL","home","NO",31.3631481481481
"15800","D.Davis","Deshaun","Davis",2018,NA,NA,NA,2,0,6,"LB","ATL","home","NO",31.3631481481481
"15824","D.Davis","Davante","Davis",2018,1,NA,NA,2,NA,4,"DB","BAL","home","NO",35.659756097561
"15836","D.Davis","Dan","Davis",2017,NA,NA,NA,1,1,6,"DT","BUF","away","NYJ",32.6506666666667
"15878","D.Davis","Dorsett","Davis",2017,NA,NA,NA,NA,1,7,"DT","CAR","away","NYJ",30.8068421052632
"15950","D.Davis","Dennis","Davis",2018,NA,NA,1,4,NA,3,"DB","CLE","away","NO",33.5430041152263
"16052","D.Davis","Dyshawn","Davis",2017,NA,NA,NA,1,0,6,"LB","JAX","away","NYJ",33.6116666666667
"16073","D.Davis","Dominique","Davis",2017,NA,NA,NA,1,NA,4,"DE","KC","away","NYJ",28.5669191919192
"16094","D.Davis","Demario","Davis",2018,NA,NA,NA,2,0,5,"LB","LA","away","NO",31.6777083333333
"16115","D.Davis","Dexter","Davis",2017,NA,NA,NA,NA,0,5,"DE","LAC","away","NYJ",30.4079710144928
"16122","D.Davis","Deshaun","Davis",2017,NA,NA,NA,NA,0,5,"LB","LAC","away","NYJ",30.4079710144928
"16146","D.Davis","Davante","Davis",2017,1,NA,NA,NA,NA,11,"DB","MIA","away","NYJ",34.6403614457831
"16158","D.Davis","Dan","Davis",2017,NA,NA,NA,1,1,4,"DT","MIA","home","NYJ",33.3058333333333
"16200","D.Davis","Dorsett","Davis",2017,NA,NA,NA,1,NA,4,"DT","NE","away","NYJ",30.4996031746032
"16272","D.Davis","Dennis","Davis",2018,NA,NA,NA,2,2,8,"DB","NYG","home","NO",33.1679824561404
"16374","D.Davis","Dyshawn","Davis",2018,NA,NA,NA,NA,NA,5,"LB","TB","away","NO",31.9961240310078
"16395","D.Davis","Dominique","Davis",2018,1,NA,NA,3,NA,5,"DE","TB","home","NO",29.1202898550725
"16416","D.Davis","Demario","Davis",2017,2,NA,NA,1,0,5,"LB","TB","home","NYJ",32.7537878787879
"16437","D.Davis","Dexter","Davis",2018,NA,NA,NA,NA,NA,5,"DE","WAS","away","NO",26.6308016877637
